Dates,Open,High,Low,Close,Volume
2020-06-09,742365.76200000,749575.40700000,726276.87000000,741639.48513000,46024.00128900
2020-06-10,741640.24404000,758357.51352000,736459.92438000,750182.53500000,47130.76298200
2020-06-11,750199.23102000,756177.92400000,691594.68300000,704298.83640000,94418.98473000
2020-06-12,704183.48208000,725299.39392000,700664.41641000,718318.18083000,50119.06693200
2020-06-13,718305.27936000,720564.55443000,709656.74100000,718941.24594000,27759.78485100
2020-06-14,718941.24594000,719521.81209000,701612.29500000,708981.31110000,30055.50660800
2020-06-15,708981.31110000,720585.04500000,676222.96095000,715350.08382000,86107.92470700
2020-06-16,715352.36055000,727718.79900000,711333.17319000,722906.55069000,52052.44692700
2020-06-17,723011.28027000,725897.41500000,700975.56951000,718318.93974000,48046.41115200
2020-06-18,718318.18083000,720129.69900000,704268.48000000,712337.21112000,37381.95376500
2020-06-19,712337.21112000,716282.02530000,699395.51889000,706562.66493000,45330.98367300
2020-06-20,706562.66493000,712995.94500000,695992.56645000,710260.07445000,30329.06538400
2020-06-21,710260.07445000,715045.00200000,704385.35214000,705383.31879000,24316.92623400
2020-06-22,705383.31879000,742213.98000000,704047.63719000,735056.69979000,57895.46834300
2020-06-23,735056.69979000,737660.52000000,726810.38373000,730442.52699000,41031.02938000
2020-06-24,730400.02803000,733865.97000000,698804.32800000,705519.92259000,61571.56146400
2020-06-25,705659.56203000,708821.94000000,683754.38379000,701953.04559000,55831.61915600
2020-06-26,701953.04559000,705634.51800000,686468.24595000,695329.27911000,50292.29827700
2020-06-27,695329.27911000,697911.84984000,670345.20300000,683929.69200000,46290.93011300
2020-06-28,683929.69200000,697514.18100000,679077.22146000,691848.91785000,30688.17642100
2020-06-29,691834.49856000,701081.05800000,684891.23097000,697632.57096000,42120.29326100
2020-06-30,697660.65063000,698576.65500000,687943.56699000,693533.69805000,31463.16280100
2020-07-01,693498.02928000,705179.17200000,689097.86910000,700625.71200000,38488.52869900
2020-07-02,700624.95309000,702899.40636000,678465.54000000,689586.60714000,45725.16807600
2020-07-03,689586.60714000,692505.37500000,685862.63577000,687440.40966000,28943.42017700
2020-07-04,687404.74089000,697438.29000000,686057.67564000,693299.19486000,26441.96848400
2020-07-05,693264.28500000,694041.40884000,674900.93973000,688286.59431000,34073.65362700
2020-07-06,688286.59431000,711478.12500000,687262.82472000,709140.68220000,54463.13227700
2020-07-07,709009.39077000,711813.56322000,698424.87300000,702552.58449000,34587.33667800
2020-07-08,702553.34340000,718687.77000000,700549.82100000,716112.02946000,56140.51778100
2020-07-09,716112.02946000,716470.99389000,695161.56000000,700658.34513000,48044.45064500
2020-07-10,700657.58622000,707112.87468000,692505.37500000,704901.41094000,38295.49400600
2020-07-11,704901.41094000,705731.65848000,696546.57075000,700779.77073000,22561.36600000
2020-07-12,700779.01182000,709201.39500000,694971.83250000,705995.00025000,30872.70228600
2020-07-13,706037.49921000,709111.84362000,698264.74299000,701431.67442000,42740.06911500
2020-07-14,701430.91551000,704233.57014000,691594.68300000,702435.71235000,45772.55250900
2020-07-15,702435.71235000,704002.10259000,695204.81787000,698015.06160000,39053.57966500
2020-07-16,698015.06160000,700181.74965000,686604.84975000,693167.14452000,43375.57119100
2020-07-17,693167.14452000,697197.71553000,689834.77071000,694730.49912000,28054.35874100
2020-07-18,694729.74021000,699661.89630000,692209.40010000,695941.71948000,22554.54145700
2020-07-19,695943.23730000,700646.20257000,690710.55285000,698879.46009000,26052.01941700
2020-07-20,698879.46009000,699830.37432000,692960.72100000,695220.75498000,35458.76408200
2020-07-21,695220.75498000,716238.76743000,694615.14480000,712616.49000000,60413.58248600
2020-07-22,712616.49000000,724303.70400000,702826.55100000,722342.68056000,48815.00410700
2020-07-23,722342.68056000,733410.62400000,716436.08403000,728801.76357000,51856.23350000
2020-07-24,728801.76357000,731361.56700000,718189.92504000,723833.17980000,43931.13620500
2020-07-25,723855.94710000,738639.51390000,721951.08300000,736174.57422000,40679.54541600
2020-07-26,736174.57422000,767333.90100000,732348.15000000,753714.50214000,65279.26931900
2020-07-27,753714.50214000,864767.32026000,752626.98411000,837074.69436000,150188.93314400
2020-07-28,837074.69436000,853184.07693000,801788.41500000,827687.73657000,97267.73418700
2020-07-29,827687.73657000,860817.95262000,820533.49200000,842430.32223000,76838.09423300
2020-07-30,842429.56332000,847702.47000000,821975.42100000,842360.50251000,60794.82645600
2020-07-31,842374.16289000,868496.60400000,831765.36000000,860259.39486000,70063.66097400
2020-08-01,860259.39486000,900143.15100000,851497.02000000,895602.59247000,85087.48512600
2020-08-02,895602.59247000,920061.50286000,798259.48350000,840215.82285000,97553.07760400
2020-08-03,840216.58176000,870697.44300000,829943.97600000,851482.60071000,56931.84147500
2020-08-04,851472.73488000,866294.24718000,834801.00000000,849369.79527000,58629.11370900
2020-08-05,849371.31309000,894066.55863000,841858.86300000,891332.96481000,74970.25685200
2020-08-06,891332.96481000,903102.90000000,877489.68750000,892664.85186000,63529.08502000
2020-08-07,892665.61077000,903857.25654000,859237.90200000,879897.70893000,65755.92602200
2020-08-08,879907.57476000,896141.41857000,873657.19200000,892585.16631000,41858.16104000
2020-08-09,892555.56882000,895294.47501000,874413.82527000,886534.37688000,41493.06734200
2020-08-10,886535.13579000,915803.25885000,868951.95000000,902565.59172000,84952.33788700
2020-08-11,902564.07390000,905759.08500000,844287.37500000,864556.34328000,90748.28463400
2020-08-12,864557.10219000,881665.21032000,846184.65000000,877628.56803000,64909.61364400
2020-08-13,877629.32694000,894979.52736000,855318.89076000,893995.98000000,70132.49150200
2020-08-14,893978.52507000,899308.35000000,882918.17073000,892519.14114000,59818.85269700
2020-08-15,892519.90005000,909174.18000000,886406.88000000,899490.48840000,56237.90505000
2020-08-16,899490.48840000,905510.16252000,886862.22600000,903937.70100000,41368.23690600
2020-08-17,903936.94209000,946208.98800000,893220.37398000,932027.23683000,84734.21154000
2020-08-18,932028.75465000,940120.25307000,896874.52563000,906518.75391000,75923.83552700
2020-08-19,906525.58410000,912215.89128000,877375.85100000,892067.58969000,73940.16960600
2020-08-20,892051.65258000,902192.20800000,885496.18800000,899577.76305000,46085.25435100
2020-08-21,899577.00414000,901433.29800000,871669.60671000,875124.92394000,64448.30614200
2020-08-22,875116.57593000,886862.22600000,863397.48771000,885113.69736000,43678.70164600
2020-08-23,885155.43741000,889296.05037000,873818.83983000,883988.23383000,37900.00469000
2020-08-24,883987.47492000,897403.48590000,879204.06519000,891582.64620000,46212.39186700
2020-08-25,891581.88729000,893073.90435000,843728.81724000,858966.21222000,69590.92327200
2020-08-26,858966.21222000,875730.53412000,853318.40400000,869819.38413000,53998.23123100
2020-08-27,869818.62522000,879743.65020000,844287.37500000,859873.86858000,63246.03638300
2020-08-28,859873.86858000,875983.25115000,855814.45899000,874788.72681000,45953.90836500
2020-08-29,874787.96790000,878819.29782000,866450.58264000,870154.06344000,32973.79920000
2020-08-30,870154.06344000,889366.62900000,869559.07800000,888771.64356000,43177.87905400
2020-08-31,888772.40247000,895572.23607000,878058.87000000,884092.96341000,55353.61774400
2020-09-01,884092.96341000,914551.05735000,873884.86500000,904770.22527000,78148.19366800
2020-09-02,904770.22527000,907244.27187000,846951.14910000,864287.68914000,87221.84560200
2020-09-03,864287.68914000,869908.17660000,755935.07280000,769599.24735000,121950.10601500
2020-09-04,769404.96639000,806497.45155000,749461.57050000,792776.35875000,92733.59911300
2020-09-05,792776.35875000,801840.02088000,745629.07500000,771560.27079000,90001.60556800
2020-09-06,771560.27079000,785254.80174000,758519.92026000,778353.27420000,56368.78881500
2020-09-07,778329.74799000,790082.22825000,749423.62500000,787250.73504000,62620.23067600
2020-09-08,787251.49395000,792150.25800000,747526.35000000,768521.59515000,73491.87841800
2020-09-09,768522.35406000,784940.61300000,757468.82991000,775545.30720000,49347.11377600
2020-09-10,775552.13739000,795591.91485000,764285.35953000,784475.40117000,58253.75375000
2020-09-11,784474.64226000,789084.26160000,774088.20000000,788347.35999000,43830.25446700
2020-09-12,788347.35999000,795183.62127000,779343.65175000,792371.85972000,35379.15309600
2020-09-13,792352.88697000,802935.12801000,774088.20000000,784168.80153000,43837.60986500
2020-09-14,784169.56044000,815828.25000000,775024.69494000,809891.29707000,67059.29136100
2020-09-15,809891.29707000,829491.66564000,804936.37368000,818507.96121000,61822.45278600
2020-09-16,818501.88993000,841858.86300000,809090.64702000,831310.77291000,64991.51244000
2020-09-17,831310.77291000,838251.00486000,815511.78453000,830246.78109000,55601.61452900
2020-09-18,830247.54000000,837687.13473000,820597.24044000,829745.90049000,47266.72827500
2020-09-19,829746.65940000,848445.44289000,826253.39667000,840921.60915000,38440.03685800
2020-09-20,840920.85024000,840920.85024000,813779.19300000,828750.96948000,39157.92256500
2020-09-21,828750.96948000,833955.57426000,781400.29785000,790573.24302000,70683.43117900
2020-09-22,790573.24302000,802373.53461000,785699.52300000,799102.63251000,43991.23547600
2020-09-23,799102.63251000,799674.85065000,769293.40662000,777234.64086000,51876.56807900
2020-09-24,777234.64086000,819261.55884000,773399.86863000,814790.06112000,57676.61942700
2020-09-25,814790.82003000,816627.38223000,801123.60984000,811022.07297000,48101.11700800
2020-09-26,811014.48387000,821211.95754000,807835.40988000,814204.18260000,28420.83665900
2020-09-27,814203.42369000,819546.90900000,804051.48462000,817668.60675000,30549.48325300
2020-09-28,817669.36566000,831006.45000000,806417.76600000,811739.24292000,50095.25173400
2020-09-29,811738.48401000,824748.47814000,807166.81017000,822694.86768000,41874.89839900
2020-09-30,822702.45678000,823367.26194000,809387.38083000,817846.19169000,39596.02732200
2020-10-01,817846.19169000,828729.72000000,792074.36700000,805896.39483000,60866.33289300
2020-10-02,805896.39483000,809350.19424000,787293.23400000,802198.22640000,50130.39370500
2020-10-03,802198.22640000,804714.77196000,796586.84586000,800047.47546000,22298.22134100
2020-10-04,800048.23437000,811796.16117000,798211.67217000,809501.21733000,23212.00159500
2020-10-05,809500.45842000,819471.01800000,805631.53524000,819031.60911000,34025.76165300
2020-10-06,819030.85020000,819622.80000000,798752.77500000,804418.79706000,48674.74047100
2020-10-07,804418.03815000,810657.79617000,800359.38747000,809483.00349000,32811.99027900
2020-10-08,809483.76240000,831006.45000000,799163.34531000,829152.43287000,51959.69157200
2020-10-09,829142.56704000,842742.23424000,821823.63900000,838644.12024000,48240.07323700
2020-10-10,838644.12024000,872063.48100000,838634.25441000,857053.75902000,43648.03694300
2020-10-11,857053.75902000,868572.49500000,851572.91100000,862806.29682000,29043.85133900
2020-10-12,862806.29682000,889443.27891000,847854.25200000,874890.42075000,52825.28371000
2020-10-13,874889.66184000,877072.28700000,857568.30000000,866717.71896000,42205.28370900
2020-10-14,866718.47787000,876387.75018000,856050.48000000,866515.08999000,41415.10601500
2020-10-15,866515.08999000,881651.54994000,853836.73953000,873135.06192000,48760.71767900
2020-10-16,873135.82083000,875869.41465000,849979.20000000,859034.51412000,48797.74950200
2020-10-17,859028.44284000,865341.05622000,854153.20500000,862136.93820000,22368.91524100
2020-10-18,862145.28621000,873125.95500000,861075.98202000,872984.79774000,23284.04119100
2020-10-19,872984.79774000,897334.42509000,865761.49236000,891830.80977000,47414.53469200
2020-10-20,891830.05086000,913604.69658000,886223.98269000,903861.05109000,62134.75066300
2020-10-21,903861.81000000,1003102.95288000,902112.52245000,969959.83536000,114584.45676700
2020-10-22,969943.89825000,1000622.83500000,962152.16928000,984193.95132000,70038.82414400
2020-10-23,984218.23644000,988684.42179000,965339.59128000,980744.70537000,50386.99984100
2020-10-24,980743.94646000,999236.30643000,976717.17000000,995062.30143000,35952.20907000
2020-10-25,995062.30143000,1013144.85000000,978083.20800000,988770.93753000,38481.57950400
2020-10-26,988832.40924000,1004706.52971000,968748.61500000,990543.75129000,60951.67298600
2020-10-27,990540.71565000,1046483.00739000,988090.95417000,1034862.57747000,80796.55399600
2020-10-28,1034861.81856000,1051809.79668000,978083.20800000,1006800.36240000,94440.56122600
2020-10-29,1006800.36240000,1035374.08281000,980570.15607000,1021166.52870000,74872.60213200
2020-10-30,1021165.76979000,1037428.45218000,995310.46500000,1029089.54910000,70657.77888100
2020-10-31,1029089.54910000,1070063.10000000,1017812.14650000,1046612.78100000,67339.23851500
2020-11-01,1046612.78100000,1054505.44500000,1032345.27300000,1044373.99650000,36285.64852600
2020-11-02,1044373.23759000,1049572.53000000,1001385.53955000,1028275.23867000,64566.42190800
2020-11-03,1028294.97033000,1067491.15401000,1008211.17609000,1064259.71523000,74115.63078700
2020-11-04,1064259.71523000,1082129.76900000,1026425.77500000,1073403.06291000,93016.98826200
2020-11-05,1073403.06291000,1195283.25000000,1069574.36196000,1183142.20782000,143741.52267300
2020-11-06,1183142.20782000,1211220.36000000,1150962.90600000,1182375.70872000,122618.19769500
2020-11-07,1182376.46763000,1195550.38632000,1088597.20002000,1124575.60530000,101431.20655300
2020-11-08,1124575.60530000,1187694.15000000,1115892.15708000,1174420.81410000,65547.17857400
2020-11-09,1174420.81410000,1202113.44000000,1123607.23614000,1163288.36331000,108976.33413400
2020-11-10,1163288.36331000,1173274.86000000,1143864.06186000,1160920.56411000,61681.91960600
2020-11-11,1160920.56411000,1211599.81500000,1159058.95788000,1190292.65784000,78469.74645800
2020-11-12,1190293.41675000,1240112.06370000,1171805.61024000,1236405.54726000,102196.35659200
2020-11-13,1236404.78835000,1250683.68000000,1210639.79385000,1238594.24370000,75691.88101400
2020-11-14,1238544.15564000,1239071.59809000,1189211.97000000,1219602.52095000,59116.34717900
2020-11-15,1219534.97796000,1227916.38000000,1197159.27552000,1210992.68700000,43596.84151300
2020-11-16,1210992.68700000,1281040.08000000,1203934.82400000,1268409.54087000,81300.67592400
2020-11-17,1268372.35428000,1355323.70862000,1255085.35800000,1340188.00758000,115221.40310200
2020-11-18,1340188.00758000,1402232.69463000,1306421.82495000,1349047.52292000,149019.78813400
2020-11-19,1349171.22525000,1379683.20180000,1315619.81415000,1351073.81262000,93009.56100800
2020-11-20,1351073.05371000,1427905.86102000,1346309.37564000,1415797.45197000,88423.01848900
2020-11-21,1415796.69306000,1439341.11690000,1389456.44478000,1419450.08580000,75577.45839400
2020-11-22,1419450.08580000,1422956.25000000,1336505.77626000,1397489.50713000,81645.73777800
2020-11-23,1397447.76708000,1424170.50600000,1366038.00000000,1393965.88800000,82961.50609300
2020-11-24,1393966.64691000,1473725.05227000,1367404.03800000,1454072.31891000,113581.50924100
2020-11-25,1454071.56000000,1478676.18111000,1404003.99057000,1420611.97701000,93266.57688700
2020-11-26,1420590.72753000,1435480.54173000,1228523.50800000,1301490.42777000,181005.24669300
2020-11-27,1301490.42777000,1324876.23942000,1247502.32928000,1300735.31232000,85297.02478700
2020-11-28,1300736.07123000,1356968.26659000,1279944.21396000,1344777.13635000,64910.69997000
2020-11-29,1344776.37744000,1393362.55455000,1329382.64700000,1380077.07609000,55329.01630300
2020-11-30,1380077.83500000,1507435.07556000,1380077.07609000,1494739.27017000,115463.46688800
2020-12-01,1494739.27017000,1509320.20800000,1366122.99792000,1424091.57936000,127698.76265200
2020-12-02,1424091.57936000,1467883.72200000,1391082.03000000,1457417.59419000,75911.01347800
2020-12-03,1457416.83528000,1487311.81800000,1431850.67520000,1473947.41290000,66689.39127900
2020-12-04,1473980.80494000,1481923.55700000,1408939.94121000,1415406.61332000,71283.66820000
2020-12-05,1415405.85441000,1455361.70700000,1403983.50000000,1453135.06506000,42922.74857300
2020-12-06,1453135.06506000,1473803.22000000,1431076.58700000,1469204.22540000,37043.09186100
2020-12-07,1469148.82497000,1473872.28081000,1434558.46608000,1454595.20790000,41372.29629300
2020-12-08,1454595.20790000,1464304.70244000,1381216.20000000,1390635.03201000,61626.94761400
2020-12-09,1390635.03201000,1414575.60687000,1339476.15000000,1407116.28048000,79585.55380100
2020-12-10,1407117.03939000,1408333.57212000,1359292.80792000,1385362.12533000,52890.67509400
2020-12-11,1385375.78571000,1388253.57243000,1333581.69603000,1368810.29823000,72610.72425900
2020-12-12,1368810.29823000,1438032.75606000,1367608.94370000,1427410.29279000,49519.97843200
2020-12-13,1427410.29279000,1473120.20100000,1420005.60792000,1455209.16609000,56560.82174400
2020-12-14,1455209.16609000,1468414.95900000,1441929.00000000,1462657.86774000,47257.20129400
2020-12-15,1462699.60779000,1485186.87000000,1445723.55000000,1474291.19913000,61834.36601100
2020-12-16,1474291.19913000,1636209.96000000,1463072.23260000,1619173.94832000,114306.33557000
2020-12-17,1619173.94832000,1806205.80000000,1611165.93000000,1730099.26956000,184882.47674800
2020-12-18,1730098.51065000,1767135.59538000,1696163.85000000,1753642.93449000,79646.13431500
2020-12-19,1753642.93449000,1834397.02977000,1726520.25000000,1807845.80451000,86045.06467700
2020-12-20,1807845.04560000,1843771.84500000,1750046.46000000,1780062.86832000,76690.14568500
2020-12-21,1780064.38614000,1829183.31807000,1655562.16500000,1724221.51161000,88030.29724300
2020-12-22,1724234.41308000,1809021.35610000,1696421.87940000,1807024.66389000,87033.12616000
2020-12-23,1807024.66389000,1828973.10000000,1715136.60000000,1763157.38916000,119047.25973300
2020-12-24,1763129.30949000,1805783.08713000,1722985.24722000,1800832.71720000,69013.83425200
2020-12-25,1800816.78009000,1881327.26526000,1778399.33760000,1875454.06077000,79519.94356900
2020-12-26,1875454.06077000,2038965.77373000,1859329.50000000,2010609.86049000,97806.51338600
2020-12-27,2010610.61940000,2156974.00200000,1950398.70000000,1994541.45906000,148455.58621400
2020-12-28,1994532.35214000,2087002.50000000,1980830.99100000,2055083.50431000,79721.74249600
2020-12-29,2055084.26322000,2080172.31000000,1964059.08000000,2078275.03500000,69411.59260600
2020-12-30,2078275.03500000,2200535.43600000,2073342.12000000,2191393.60614000,95356.05782600
2020-12-31,2191394.36505000,2223606.30000000,2113564.35000000,2195043.20433000,75508.50515200
2021-01-01,2195043.20433000,2246373.60000000,2172347.24187000,2226011.28579000,54182.92501100
2021-01-02,2226012.04470000,2527170.30000000,2196781.10823000,2442045.64203000,129993.87336200
2021-01-03,2441902.96695000,2639345.54601000,2425703.27409000,2504406.79455000,120957.56675000
2021-01-04,2504406.79455000,2549937.60000000,2134813.83000000,2427655.19061000,140899.88569000
2021-01-05,2427734.11725000,2607614.76000000,2269140.90000000,2576463.78123000,116049.99703800
2021-01-06,2576463.78123000,2803353.58611000,2526259.60800000,2790463.49976000,127139.20131000
2021-01-07,2790463.49976000,3063340.21500000,2754843.30000000,2992555.16148000,132825.70043700
2021-01-08,2992570.33968000,3183627.45000000,2770021.50000000,3079870.03371000,139789.95749900
2021-01-09,3080184.98136000,3140369.58000000,2938499.52000000,3042335.10402000,75785.97967500
2021-01-10,3042335.10402000,3138092.85000000,2664617.24901000,2895243.16782000,118209.54450300
2021-01-11,2895243.16782000,2903949.38334000,2308604.22000000,2686880.63277000,249131.53994300
2021-01-12,2687328.38967000,2779735.54800000,2468810.12100000,2584182.65484000,133948.15199600
2021-01-13,2584024.04265000,2872474.35000000,2457350.58000000,2836151.39958000,124477.91493800
2021-01-14,2836151.39958000,3043229.10000000,2785293.04593000,2970715.24950000,102950.38942100
2021-01-15,2970769.13211000,3016497.25416000,2611257.52800000,2788403.81802000,118300.92091600
2021-01-16,2788040.30013000,2880063.45000000,2683338.79980000,2731695.02718000,86348.43150800
2021-01-17,2731695.02718000,2796773.07750000,2568910.35000000,2719069.04151000,80157.72738400
2021-01-18,2718794.31609000,2843622.86853000,2641006.80000000,2779983.71157000,70698.11875000
2021-01-19,2779315.11186000,2872474.35000000,2720241.55746000,2723841.06759000,79611.30776900
2021-01-20,2724634.12854000,2763594.29121000,2534759.40000000,2691719.44293000,89368.42291800
2021-01-21,2691719.44293000,2701719.60000000,2282118.26100000,2341247.21583000,131803.18292600
2021-01-22,2341388.37309000,2567129.18823000,2189455.35000000,2500241.89647000,142971.68404900
2021-01-23,2500608.45000000,2539009.29600000,2382230.63256000,2434431.49800000,64595.28767500
2021-01-24,2434431.49800000,2509791.26100000,2345031.90000000,2448236.07090000,57978.03796600
2021-01-25,2448201.91995000,2646698.62500000,2421681.81000000,2447803.49220000,88499.22692100
2021-01-26,2447802.73329000,2498474.39508000,2340278.84667000,2464011.53307000,84972.20691000
2021-01-27,2463726.18291000,2470805.29539000,2219183.37252000,2304517.48965000,95911.96171100
2021-01-28,2304216.96129000,2563900.02618000,2264746.81110000,2532092.59026000,92621.14561700
2021-01-29,2532344.54838000,2924224.42290000,2422091.62140000,2599433.71020000,231827.00562600
2021-01-30,2598984.43548000,2651100.30300000,2491122.07500000,2600244.22608000,84889.68134000
2021-01-31,2600244.98499000,2606301.08679000,2441540.20797000,2511459.34518000,68742.28038400
2021-02-01,2511458.58627000,2634728.33757000,2450987.87856000,2544349.74567000,82718.27688200
2021-02-02,2543645.47719000,2730886.78803000,2536125.43800000,2691568.41984000,78056.65988000
2021-02-03,2692059.43461000,2858254.65333000,2683686.38058000,2854933.66317000,80784.33366300
2021-02-04,2855039.15166000,2937609.31857000,2744366.54745000,2803160.06406000,92080.73589800
2021-02-05,2803159.30515000,2907393.31692000,2775333.87000000,2905884.60384000,66681.33427500
2021-02-06,2905814.78412000,3108154.60941000,2900245.90254000,2973936.06354000,98757.31118300
2021-02-07,2973486.02991000,3012872.70000000,2834604.74100000,2944243.70979000,84363.67976300
2021-02-08,2944243.70979000,3551277.60495000,2883014.85099000,3519435.25917000,138597.53691400
2021-02-09,3519434.50026000,3653558.94129000,3412142.08119000,3522892.09422000,115499.86171200
2021-02-10,3522892.09422000,3590403.21000000,3318485.75700000,3400492.05378000,97154.18220000
2021-02-11,3400492.05378000,3694290.39990000,3338750.17182000,3640454.08341000,89561.08145400
2021-02-12,3640389.57606000,3717581.34780000,3500472.37500000,3588703.25160000,85870.03569700
2021-02-13,3589503.90165000,3654151.65000000,3506356.20423000,3578540.68779000,63768.09739900
2021-02-14,3578775.19098000,3772346.57013000,3567952.37547000,3686617.06089000,73735.47553300
2021-02-15,3686820.44877000,3719487.72972000,3458412.82389000,3636021.29010000,79398.15678400
2021-02-16,3636021.29010000,3846852.55938000,3567151.72542000,3728786.65395000,88813.26629800
2021-02-17,3728786.65395000,3993288.79734000,3714636.77700000,3955416.91161000,85743.63781800
2021-02-18,3955262.09397000,3986554.23000000,3862996.09290000,3912378.36660000,60758.04695400
2021-02-19,3912379.12551000,4277823.88800000,3848447.78820000,4242762.24600000,79659.77802000
2021-02-20,4242762.24600000,4378945.60986000,4087787.51163000,4237843.75029000,80948.20531400
2021-02-21,4237843.75029000,4428452.34480000,4210249.78269000,4356793.78587000,58166.70851100
2021-02-22,4357080.65385000,4364375.29677000,3614081.20200000,4104767.36397000,134019.43494400
2021-02-23,4104767.36397000,4112046.82869000,3406941.27096000,3710386.88100000,169375.02505100
2021-02-24,3710386.88100000,3898899.36609000,3566018.67279000,3769976.49420000,91881.20925200
2021-02-25,3769977.25311000,3949498.93143000,3542162.33694000,3572472.44343000,83310.67312100
2021-02-26,3572472.44343000,3674954.13201000,3347307.64098000,3511997.94117000,109423.20066300
2021-02-27,3511998.70008000,3672669.05400000,3415095.00000000,3499063.07913000,66060.83429200
2021-02-28,3498853.61997000,3539439.36786000,3263313.00000000,3425390.37306000,83055.36904200
2021-03-01,3425272.74201000,3778612.89000000,3411340.67223000,3763209.29373000,85086.11164800
2021-03-02,3763871.82216000,3809728.20000000,3570489.41160000,3676209.36915000,64221.06214000
2021-03-03,3675902.76951000,3994902.24000000,3650410.98261000,3821064.03867000,81035.91370500
2021-03-04,3821064.03867000,3929171.52708000,3604822.50000000,3671158.06419000,82649.71682900
2021-03-05,3671158.06419000,3752728.74663000,3513753.30000000,3699816.02361000,78192.49637200
2021-03-06,3699444.15771000,3733837.20000000,3572189.37000000,3709719.04020000,44399.23424200
2021-03-07,3709719.04020000,3904594.22673000,3709719.04020000,3868297.07925000,55235.02803200
2021-03-08,3867337.81701000,3976899.37698000,3739503.98097000,3974804.02647000,66987.35966400
2021-03-09,3974804.78538000,4166036.44500000,3930350.11431000,4165239.58950000,71656.73707600
2021-03-10,4164493.58097000,4355209.18179000,4022602.45500000,4238633.01669000,84749.23894300
2021-03-11,4238633.01669000,4413061.65000000,4118818.58262000,4384462.88556000,81914.81285900
2021-03-12,4384462.12665000,4407863.87541000,4171184.89044000,4342613.55252000,73405.40604700
2021-03-13,4342613.55252000,4693403.00400000,4255832.95293000,4643648.10549000,83245.09134600
2021-03-14,4643647.34658000,4684356.03789000,4475047.90098000,4475164.01421000,52601.05275000
2021-03-15,4475753.68728000,4601531.63613000,4143648.60000000,4219934.23320000,102771.42729800
2021-03-16,4219934.23320000,4321103.76639000,4042815.26394000,4318254.81825000,77986.69435500
2021-03-17,4318254.05934000,4475651.23443000,4107500.95779000,4470964.20627000,70421.62084100
2021-03-18,4470964.20627000,4563323.55327000,4327532.49300000,4374976.51056000,66580.40667500
2021-03-19,4374433.13100000,4513085.98800000,4270442.72934000,4403955.48891000,52392.65296100
2021-03-20,4403955.48891000,4544353.08000000,4388030.52147000,4409440.13148000,44476.94177600
2021-03-21,4409268.61782000,4446385.38810000,4208164.29801000,4352467.23996000,48564.47027400
2021-03-22,4352467.23996000,4434366.53043000,4071552.15000000,4104431.92575000,62581.62616900
2021-03-23,4104431.92575000,4237062.83190000,4022223.00000000,4123984.48299000,59789.36542700
2021-03-24,4124129.43480000,4340965.20000000,3923564.70000000,3969376.30215000,83537.46502100
2021-03-25,3969377.06106000,4044003.71700000,3826997.95596000,3892736.25798000,87400.53453800
2021-03-26,3892736.25798000,4179579.95286000,3886727.20860000,4175947.05069000,63813.77469200
2021-03-27,4175947.05069000,4303047.02076000,4094319.45000000,4236018.57174000,50105.47505500
2021-03-28,4236018.57174000,4292375.98725000,4150618.42944000,4233020.11833000,39050.38751100
2021-03-29,4233021.63615000,4432476.08562000,4158827.55891000,4374013.45377000,67857.93739800
2021-03-30,4374012.69486000,4505496.88800000,4331201.82285000,4458335.94387000,55122.44312200
2021-03-31,4458335.94387000,4538281.80000000,4308256.17900000,4457879.08005000,60975.54266600
2021-04-01,4457796.35886000,4514755.59000000,4396779.23595000,4456352.91204000,47415.61722000
2021-04-02,4456353.67095000,4568638.20000000,4434202.60587000,4473775.20891000,47382.41878100
2021-04-03,4473775.20891000,4537653.42252000,4316680.08000000,4329728.77854000,47409.85211300
2021-04-04,4329729.53745000,4439080.87935000,4279341.70800000,4417008.74091000,41314.08197300
2021-04-05,4417008.74091000,4498211.35200000,4308921.74307000,4487434.07109000,54258.01579000
2021-04-06,4487434.07109000,4515153.25884000,4357131.50082000,4401006.36465000,54201.00072700
2021-04-07,4400921.36673000,4451386.60500000,4209901.44300000,4246363.27395000,71228.40565900
2021-04-08,4246362.51504000,4413312.84921000,4227128.70000000,4407561.07032000,44283.14701900
2021-04-09,4407561.07032000,4469592.85590000,4375419.71400000,4412495.50314000,40831.88491100
2021-04-10,4412496.26205000,4667296.50000000,4394089.65891000,4535939.04483000,69906.42411700
2021-04-11,4535939.04483000,4606507.80900000,4495215.17532000,4553644.41513000,41156.71539100
2021-04-12,4553368.93080000,4652118.30000000,4504175.62569000,4542835.26000000,56375.03711700
2021-04-13,4542836.01891000,4840158.74307000,4538672.63865000,4824770.32500000,82848.68874600
2021-04-14,4824771.08391000,4921834.91400000,4652194.19100000,4778061.69123000,82616.34399300
2021-04-15,4778061.69123000,4841845.80000000,4706759.82000000,4793274.04218000,51649.70034000
2021-04-16,4793179.93734000,4820642.61351000,4553460.00000000,4654759.30680000,91764.13988400
2021-04-17,4654760.06571000,4743646.64055000,4521654.84081000,4553965.43406000,58912.25612800
2021-04-18,4553966.19297000,4591329.60900000,3865227.28830000,4261280.40891000,124882.13182400
2021-04-19,4261280.40891000,4365767.13771000,4114929.92778000,4222054.62774000,78229.04226700
2021-04-20,4222054.62774000,4331572.92984000,4047263.99436000,4282149.67500000,72744.48215100
